article_topic,sentence,label
"Diaz at the double as Liverpool beat Bournemouth","He's working at a rate of a goal every 72 minutes - not quite Erling Haaland's levels of one every 39 minutes, but it's still a phenomenal early-season purple patch.","1"
"Diaz at the double as Liverpool beat Bournemouth","Both his goals were all about energy.","0"
"Diaz at the double as Liverpool beat Bournemouth","Diaz nipped in to control a direct ball on his thigh, rounded Kepa and fired past the covering Julian Araujo on the line.","0"
"Diaz at the double as Liverpool beat Bournemouth","The second was equally as clinical, Mohamed Salah laying off a quick pass to Trent Alexander-Arnold who was given free rein to carry forward, delaying his pass to Diaz who shifted it onto his left foot before firing home.","0"
"Diaz at the double as Liverpool beat Bournemouth","He is electric when in this mood.","0"
"Diaz at the double as Liverpool beat Bournemouth","It may not have felt like it having watched the game but Bournemouth's tally of 19 shots was the most Liverpool have faced in a game at Anfield since 2014 when Everton also registered 19.","1"
"Diaz at the double as Liverpool beat Bournemouth","That statistic implies they perhaps deserved more than the 3-0 defeat.","1"
"Diaz at the double as Liverpool beat Bournemouth","But they didn't.","0"
"Diaz at the double as Liverpool beat Bournemouth","Liverpool were comprehensively the better side.","0"
"Diaz at the double as Liverpool beat Bournemouth","This is the thing with Andoni Iraola's football at Bournemouth - they do so many things right and play such an aggressive game that opens teams up but can't get results against the elite.","1"
"Diaz at the double as Liverpool beat Bournemouth","They have now failed to win any of 13 Premier League games vs last season's top-six - winning just two points from a possible 39.","0"
"Diaz at the double as Liverpool beat Bournemouth","Those 19 shots only equated to an expected goals figure of 1.03 which tells you the shots they were taking on were low probability ones.","1"
"Diaz at the double as Liverpool beat Bournemouth","Across their last two games they have posted 38 shots but have failed to score.","0"
"Diaz at the double as Liverpool beat Bournemouth","It's something the manager must address.","0"
"Diaz at the double as Liverpool beat Bournemouth","So, winning games is not so difficult if you have so much quality, but if you want to win more than only a few games it's also about mentality.","1"
"Diaz at the double as Liverpool beat Bournemouth","After the United game, which was a big win, or a statement win I think you call it here in England, then to see us coming back against Nottingham Forest like that, that was not what you expect from a team that wants to compete for something.","1"
"Diaz at the double as Liverpool beat Bournemouth","After the big win against AC Milan I was curious to see how we would react today - and it was a much, much better reaction than we had against Nottingham Forest.","1"
"Diaz at the double as Liverpool beat Bournemouth","When the game is on the line.","0"
"Diaz at the double as Liverpool beat Bournemouth","They were much better than us.","1"
"Diaz at the double as Liverpool beat Bournemouth","When they had the chances they made the difference.","1"
"Diaz at the double as Liverpool beat Bournemouth","They are very dangerous, they have a lot of speed, especially up front with Darwin, Luis Diaz and Mohamed Salah, they have a threat in behind.","0"
"Diaz at the double as Liverpool beat Bournemouth","You look at the stats and I think we had 20 shots and seven corners.","0"
"Diaz at the double as Liverpool beat Bournemouth","We had momentum but it had less value.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","Arsenal manager Mikel Arteta was furious with referee Michael Oliver's decision to send Leandro Trossard off for kicking the ball away in the 2-2 draw with Manchester City - adding it is really, really worrying to see multiple red cards for these offences.","1"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","The Gunners were heading into half-time with a 2-1 comeback lead at the Etihad Stadium when Trossard - already on a booking for a foul on Savinho - was shown a second yellow card for fouling Bernardo Silva, then kicking the ball away.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","Arsenal felt aggrieved not only due to the harshness of the punishment - but also due to the fact that City winger Jeremy Doku went unpunished for a similar incident earlier in the game.","1"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","It was the second time Arsenal have been on the receiving end of this second yellow card offence, with Declan Rice sent off against Brighton on August 31 in a similar incident.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","Arteta said he was amazed after that Rice call - as, like Doku, Brighton forward Joao Pedro earlier went unpunished for kicking the ball away - and believes the game against City became a contest that nobody wants to watch after Trossard saw red.","1"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","We were more efficient and went 2-1 up and then there were two incidents, very similar, one in particular, but had a very different outcome which then forces you to have a game which nobody wants to watch, said Arteta.","1"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","I think it's very clear.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","Very obvious.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","Hopefully what 100 per cent of what people thinks.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","It's not my job to come here and judge what happened.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","My job is to survive in the most difficult environment you can throw in football for 55 minutes.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","And try to get things done to survive.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","That's my job, the rest is not my job.","0"
"Arteta furious with Trossard red as Stones calls out Arsenal 'dark arts'","It's already the second time it has happened in five games, which is really, really worrying if we want to see the best Premier League.","1"
