article_topic,sentence
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"That tendency to roam, wherever Nuno chooses to deploy him, brings some opportunities and complications for the Forest coach."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"When Anderson creates an overload in one zone of the pitch, he is vacating another."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,Finding ways to make it work is the challenge.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,Nuno offers an example from the draw at Chelsea.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,The formation indicated Anderson was on the left.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"""Look back at that game, Morgan was playing, but the movements of Elliot, the heat map, if you see, was not wide."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"He had the freedom to do that."""
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"He adds: ""Because Elliot is a player who wants to touch the ball, wants to be in contact with it, wants to dictate games, the challenge ahead of us is finding how to complement this with the other midfielders."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"Because it can get you unbalanced sometimes."""
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,Nuno praises the tactical intelligence of Nicolas Dominguez and Ryan Yates in being able to anticipate those movements.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,The Forest boss is not known for being particularly forthcoming in press conferences but once he starts talking tactics he is hard to stop.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"In an office at The City Ground, he outlines his vision by drawing patterns on the sofa."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"""We want our wingers to be more versatile, play inside more, but it takes time."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,It is all about the dynamic.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,The game is not static.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"The formation is just the start,"" he says."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"""After that, everything is so dynamic."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"It is all about balance and space, giving freedom without getting unbalanced."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"With the flow of a game, many times you are out of position."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"Versatility means realising your actions are dictated by where you are on the pitch."""
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,There have been times when Forest have looked reliant on Gibbs-White to make the play.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,What Nuno appears to be moving towards is a situation where every player can be trusted to make things happen depending on where they find themselves on the pitch.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"""It is totally different if you put a player in one position and say, now you are free,"" he explains."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,What if the space is elsewhere?
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"He talks of Anderson's emergence giving Forest ""many ways of controlling the game"" and is certain that there is more to come from him."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"""Elliot has a good final pass that we have to take advantage of and I think it is going to improve."""
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,Where Anderson's development ends is unclear.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"A midfielder, a 10, a wide forward?"
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,What is apparent is that his manager has no intention of pinning him down to one position.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"""I think he is ready to develop in any position because he has all these characteristics."
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,You cannot put him down because then you lose this offensive part that he gives.
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,"He is just a very good player."""
'Amazing talent' Anderson impressing at Forest ahead of Newcastle reunion,Howe and Newcastle could soon receive a reminder of that.
Hits and misses: Solanke earns rewards as Man Utd's finishing woes continue,"After 473 minutes without a goal, a barren run dating back to the end of September, Dominic Solanke only needed four minutes to turn one into two."
Hits and misses: Solanke earns rewards as Man Utd's finishing woes continue,His quick-fire double was crucial as Tottenham came from behind to beat top-four rivals Aston Villa 4-1.
Hits and misses: Solanke earns rewards as Man Utd's finishing woes continue,His first was beautifully-taken as he latched onto Dejan Kulusevski's pass to lift a delicate finish over Emiliano Martinez.
Hits and misses: Solanke earns rewards as Man Utd's finishing woes continue,"For his second, he was in the right place at the right time following a turnover to meet Richarlison's low cross with a powerful strike from close range."
Hits and misses: Solanke earns rewards as Man Utd's finishing woes continue,"The goals delighted Ange Postecoglou, but the Spurs boss has consistently talked up the importance of his all-round contribution to the side and that was his message again."
Hits and misses: Solanke earns rewards as Man Utd's finishing woes continue,"""Just unbelievable,"" he said of Solanke's work-rate in the game, this display coming only a few days after a similarly industrious performance in the Carabao Cup win over Manchester City."
